id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
46339,46471.0,81688.0,3743.0,,,Intercrus,9.477775,45.601483,85.8369,-6.4,-128.2,39.0,5.4,0.732,K0III-IV,0.993,-47.431774,36.836132,61.329924,-5.051e-05,4.26e-05,-8.82e-06,2.4812757555043388,0.7958960226025426,-3.10280756e-08,-6.21531138e-07,,,UMa,1,46339,,44.38129803081385,,,
46617,46750.0,82308.0,3773.0,,4Lam Leo,Alterf,9.528675,22.967971,100.9082,-19.38,-39.04,27.0,4.32,-0.7,K5IIIvar,1.541,-74.131964,56.004334,39.376137,-2.052e-05,2.738e-05,-6.81e-06,2.494601207877201,0.400866707876475,-9.39568913e-08,-1.8927126e-07,Lam,4.0,Leo,1,46617,,165.95869074375614,,,
47297,47431.0,83618.0,3845.0,,35Iot Hya,Ukdah,9.664267,-1.14281,80.7103,47.81,-62.92,23.0,3.9,-0.635,K3IIIvar,1.313,-66.071937,46.325951,-1.609728,-2.959e-05,-2.1e-06,-2.508e-05,2.530099227157431,-0.0199457991417112,2.317894207e-07,-3.05044767e-07,Iot,35.0,Hya,1,47297,,156.3147642640954,,,
47373,47508.0,83808.0,3852.0,,14Omi Leo,Subra,9.685843,9.892308,39.9521,-143.67,-37.45,27.0,3.52,0.512,A5V+...,0.516,-32.353394,22.412883,6.863686,-7.54e-06,3.907e-05,-2.4e-06,2.53574770934662,0.1726533443261737,-6.965318149e-07,-1.81562723e-07,Omi,14.0,Leo,1,47373,,54.35005651294466,,,
47772,47908.0,84441.0,3873.0,,17Eps Leo,Ras Elased Australis,9.764188,23.774255,75.643,-46.09,-9.57,4.0,2.97,-1.424,G0II,0.808,-57.700126,38.244772,30.494289,5.04e-06,1.694e-05,-1.56e-06,2.556258343807028,0.4149390200291462,-2.234506254e-07,-4.6396669e-08,Eps,17.0,Leo,1,47772,,323.2957533680941,,,
48219,48356.0,85444.0,3903.0,,39Ups1Hya,Zhang,9.85797,-14.846603,80.9061,18.68,-21.88,-15.0,4.11,-0.43,G6/G8III,0.918,-66.227032,41.59319,-20.730703,1.052e-05,-1.526e-05,-4.36e-06,2.580810606427961,-0.2591221071757887,9.05631955e-08,-1.06077233e-07,Ups-1,39.0,Hya,1,48219,,129.4195841449985,,,
48318,48455.0,85503.0,3905.0,,24Mu  Leo,Rasalas,9.879398,26.006951,38.0518,-216.29,-54.92,14.0,3.88,0.978,K0III,1.222,-29.062466,18.02588,16.685015,6.32e-06,4.303e-05,-2.83e-06,2.5864202487192904,0.4539069312278612,-1.0486035097e-06,-2.66259673e-07,Mu,24.0,Leo,1,48318,,35.383435681472214,,,
48478,48615.0,85951.0,3923.0,,,Felis,9.914503,-19.00936,188.3239,-46.09,-37.04,50.0,4.94,-1.435,K5III,1.559,-152.168245,92.455966,-61.341498,-1.006e-05,5.535e-05,-4.863e-05,2.595610767807028,-0.3317759172811362,-2.234506254e-07,-1.79574987e-07,,,Hya,1,48478,,326.587832172336,,,
49528,49669.0,87901.0,3982.0,,32Alp Leo,Regulus,10.139532,11.967207,24.3132,-249.4,4.91,6.0,1.36,-0.569,B7V,-0.087,-21.018857,11.132218,5.041397,8.56e-06,2.873e-05,1.84e-06,2.654523172153456,0.2088671652880712,-1.2091253193e-06,2.3804351e-08,Alp,32.0,Leo,1,49528,,147.09570767969765,,,
50193,50335.0,89025.0,4031.0,,36Zet Leo,Adhafera,10.278171,23.417311,84.0336,19.84,-7.3,-16.0,3.43,-1.192,F0III,0.307,-69.409312,33.594777,33.397009,8.93e-06,-1.33e-05,-9.23e-06,2.6908188936365494,0.4087091723252675,9.61870342e-08,-3.5391398e-08,Zet,36.0,Leo,1,50193,,261.09586865859336,,,
50230,50372.0,89021.0,4033.0,,33Lam UMa,Tania Borealis,10.284952,42.914365,42.1585,-170.11,-42.64,18.0,3.45,0.326,A2IV,0.029,-27.815454,13.402145,28.706022,-2.4e-06,3.975e-05,6.15e-06,2.69259416873017,0.7489969631601612,-8.24716552e-07,-2.06724553e-07,Lam,33.0,UMa,1,50230,,64.50598332848317,,,
50440,50583.0,89484.0,4057.0,,41Gam1Leo,Algieba,10.332873,19.841489,39.8883,310.77,-152.88,-37.0,2.01,-0.994,K0III,1.128,-34.002797,15.860719,13.53874,-2.24e-06,-6.526e-05,-4.065e-05,2.7051398372354067,0.3462993056474024,1.5066554751e-06,-7.41183154e-07,Gam-1,41.0,Leo,1,50440,,217.5704950925793,,,
50655,50801.0,89758.0,4069.0,,34Mu  UMa,Tania Australis,10.372155,41.499516,70.6215,-80.47,34.1,-21.0,3.06,-1.185,M0III SB,1.603,-48.161684,21.865099,46.794651,3.308e-05,1.524e-05,-5.49e-06,2.715423700366274,0.7243031975628188,-3.901295687e-07,1.65321465e-07,Mu,34.0,UMa,1,50655,,259.4179362118815,,,
53075,53229.0,94264.0,4247.0,,46    LMi,Praecipua,10.888526,34.214871,29.0867,92.47,-286.06,16.0,3.79,1.472,K0III-IV,1.04,-23.041794,6.900625,16.355475,-3.843e-05,-2.1e-06,-2.415e-05,2.8506094506880912,0.5971621529923775,4.483072104e-07,-1.386858014e-06,,46.0,LMi,1,53075,,22.4491550756959,,,
53565,53721.0,95128.0,4277.0,Gl 407,47    UMa,Chalawan,10.99112,40.430257,14.0627,-315.92,55.15,11.6,5.03,4.29,G0V,0.624,-10.333319,2.794615,9.120037,-7.4e-07,2.251e-05,1.056e-05,2.8774684462954285,0.7056410985290099,-1.5316233796e-06,2.67374744e-07,,47.0,UMa,1,53565,,1.6749428760264369,,,
53584,53740.0,95272.0,4287.0,,7Alp Crt,Alkes,10.996244,-18.298783,48.8043,-462.39,129.11,47.0,4.08,0.638,K1III,1.079,-44.746057,12.036889,-15.32333,-2.492e-05,0.00011999,1.391e-05,2.8788099898626966,-0.3193740189992575,-2.2417299775e-06,6.25942942e-07,Alp,7.0,Crt,1,53584,,48.39494493016627,,,
53754,53910.0,95418.0,4295.0,GJ 9343,48Bet UMa,Merak,11.030677,56.382427,24.4499,81.66,33.74,-12.0,2.34,0.399,A1V,0.033,-13.103033,3.398358,20.360601,7.37e-06,-1.191e-05,-8.01e-06,2.887824569114951,0.9840589862911812,3.958988515e-07,1.63576135e-07,Bet,48.0,UMa,1,53754,,60.31148196178175,,,
53879,54035.0,95735.0,,Gl 411,,Lalande 21185,11.055632,35.969877,2.5469,-580.2,-4767.09,-84.3,7.49,10.46,M2V,1.502,-1.998,0.504305,1.495504,3.587e-05,-1.66e-06,-9.828e-05,2.894357577221472,0.627792793335765,-2.8128889746e-06,-2.3111504484e-05,,,UMa,1,53879,,0.0057016427228074,,,
53905,54061.0,95689.0,4301.0,,50Alp UMa,Dubhe,11.062155,61.751033,37.679,-136.46,-35.25,-9.0,1.81,-1.07,F7V comp,1.061,-17.298705,4.33488,33.191332,4.78e-06,2.45e-05,-1.116e-05,2.896065350203451,1.0777588446528077,-6.615767485e-07,-1.70896822e-07,Alp,50.0,UMa,1,53905,,233.3458062281002,,,
54712,54872.0,97603.0,4357.0,Gl 419,68Del Leo,Zosma,11.235138,20.523717,17.9147,143.31,-130.43,-20.2,2.56,1.294,A4V,0.128,-16.442201,3.337108,6.280742,1.259e-05,-1.526e-05,-1.785e-05,2.941352165381749,0.3582064320032738,6.947864856e-07,-6.32342483e-07,Del,68.0,Leo,1,54712,,26.448436268543603,,,
54718,54879.0,97633.0,4359.0,,70The Leo,Chertan,11.237335,15.42957,50.6073,-59.01,-79.37,8.0,3.33,-0.191,A2V,-0.003,-47.814213,9.675761,13.464276,-9.94e-06,1.678e-05,-1.659e-05,2.9419274527251624,0.2692968010295925,-2.860885529e-07,-3.84796618e-07,The,70.0,Leo,1,54718,,103.8484455008274,,,
55055,55219.0,98262.0,4377.0,,54Nu  UMa,Alula Borealis,11.307983,33.094306,122.399,-26.61,27.51,-9.0,3.49,-1.949,K3III SB,1.4,-100.864256,18.476143,66.832099,1.92e-05,1.254e-05,8.65e-06,2.960423095171947,0.5776045970071263,-1.290089204e-07,1.33372243e-07,Nu,54.0,UMa,1,55055,,524.3243172456372,,,
56044,56211.0,100029.0,4434.0,,1Lam Dra,Giausar,11.523407,69.331076,102.145,-41.14,-18.79,7.0,3.82,-1.226,M0IIIvar,1.613,-35.773586,4.486959,95.570558,-8.61e-06,2.161e-05,3.41e-06,3.0168208397919534,1.2100555469057126,-1.994523482e-07,-9.109649e-08,Lam,1.0,Dra,1,56044,,269.4014941063669,,,
57226,57399.0,102224.0,4518.0,,63Chi UMa,Taiyangshou,11.767515,47.779406,56.3063,-138.38,28.37,-9.0,3.69,-0.063,K0III,1.181,-37.766969,2.301619,41.698309,1.42e-05,3.698e-05,-1.61e-06,3.0807281737547525,0.8339079474893587,-6.708851712e-07,1.37541641e-07,Chi,63.0,UMa,1,57226,,92.29963848404536,,,
57375,57548.0,,,Gl 447,,Ross 128,11.795666,0.804563,3.3553,605.62,-1219.23,-31.1,11.12,13.491,M4.5V,1.746,-3.349892,0.179372,0.047111,3.095e-05,-1.152e-05,-2.028e-05,3.0880980421253565,0.0140422688039262,2.9361286122e-06,-5.910993837e-06,,,Vir,1,57375,,0.0003496230040027,,11.171,11.041
57459,57632.0,102647.0,4534.0,Gl 448,94Bet Leo,Denebola,11.817663,14.57206,10.9999,-499.02,-113.78,-0.2,2.14,1.933,A3Vvar,0.09,-10.633926,0.508011,2.767546,-6e-08,2.664e-05,-5.92e-06,3.093856965974249,0.2543304303162062,-2.4193172287e-06,-5.51621005e-07,Bet,94.0,Leo,1,57459,,14.682499678319866,,,
57584,57757.0,102870.0,4540.0,Gl 449,5Bet Vir,Zavijava,11.844922,1.764718,10.929,740.96,-271.18,4.3,3.59,3.397,F8V,0.518,-10.914853,0.443379,0.336562,-6.43e-06,-3.903e-05,-1.423e-05,3.100993262410165,0.0308001382197925,3.5922754474e-06,-1.314717738e-06,Bet,5.0,Vir,1,57584,,3.8124135110429895,,,
57767,57939.0,103095.0,4550.0,Gl 451A,,Groombridge 1830,11.88282,37.718679,9.0917,4003.69,-5813.0,-99.1,6.42,6.627,G8Vp,0.754,-7.187679,0.220247,5.561623,-8.204e-05,-0.00017401,-0.00026465,3.1109149833224112,0.6583151445815625,1.9410436847e-05,-2.818221925e-05,,,UMa,1,57767,Gl 451,0.194625615936124,CF,6.546,6.406
57828,58001.0,103287.0,4554.0,,64Gam UMa,Phecda,11.897168,53.69476,25.5037,107.76,11.16,-13.0,2.41,0.377,A0V SB,0.044,-15.094867,0.406425,20.552678,8.62e-06,-1.356e-05,-9.9e-06,3.1146712453081937,0.9371503534205524,5.224352222e-07,5.4105206e-08,Gam,64.0,UMa,1,57828,,61.54602373713163,,,
58777,58952.0,104985.0,4609.0,,,Tonatiuh,12.087451,76.905734,97.0874,147.22,-92.36,-20.0,5.78,0.844,G9III,1.029,-21.989708,-0.504005,94.562822,-3.611e-05,-7.013e-05,-2.977e-05,3.164487340248629,1.342258263978244,7.137427005e-07,-4.47773915e-07,,,Cam,1,58777,,40.03132821780234,,,
59020,59199.0,105452.0,4623.0,Gl 455.3,1Alp Crv,Alchiba,12.140225,-24.728875,14.9365,100.18,-39.33,2.9,4.02,3.149,F0IV/V,0.334,-13.557668,-0.497944,-6.248321,-1.24e-06,-7.3e-06,-3.83e-06,3.1783035477555206,-0.431600297425675,4.856863452e-07,-1.9067722e-07,Alp,1.0,Crv,1,59020,,4.790711300030742,,,
59565,59747.0,106490.0,4656.0,,Del Cru,Imai,12.252427,-58.748928,105.8201,-36.68,-10.72,22.0,2.79,-2.333,B2IV,-0.193,-54.778605,-3.62525,-90.466,-8.2e-06,1.831e-05,-2.209e-05,3.207677761990492,-1.0253622207552275,-1.77829658e-07,-5.1972026e-08,Del,,Cru,1,59565,,746.7925899308835,Del,2.794,2.784
59592,59774.0,106591.0,4660.0,Gl 459,69Del UMa,Megrez,12.257086,57.032617,24.6853,103.56,7.81,-13.4,3.32,1.358,A3Vvar,0.077,-13.402309,-0.903455,20.710384,9.06e-06,-1.181e-05,-1.099e-05,3.208897599139166,0.995406944309545,5.020730476e-07,3.7863948e-08,Del,69.0,UMa,1,59592,,24.9344618809783,,,
59621,59803.0,106625.0,4662.0,,4Gam Crv,Gienah,12.263437,-17.541929,47.1032,-159.58,22.31,-4.0,2.58,-0.785,B8III,-0.107,-44.805937,-3.095058,-14.197066,-1.5e-07,3.652e-05,6.09e-06,3.2105604074253757,-0.306164425583095,-7.736656714e-07,1.08161932e-07,Gam,4.0,Crv,1,59621,,179.47336268325265,,,
59945,60129.0,107259.0,4689.0,,15Eta Vir,Zaniah,12.331766,-0.666803,81.367,-59.14,-23.13,2.0,3.89,-0.662,A2IV,0.026,-81.054806,-7.05786,-0.946921,-3.96e-06,2.307e-05,-9.15e-06,3.2284487342104065,-0.011637912202285,-2.867188107e-07,-1.12137404e-07,Eta,15.0,Vir,1,59945,,160.25072388814195,,,
60075,60260.0,107446.0,4700.0,,Eps Cru,Ginan,12.356031,-60.401147,70.4722,-171.06,91.82,-5.0,3.59,-0.65,K3/K4III,1.389,-34.656852,-3.239447,-61.275879,-3.008e-05,5.588e-05,1.994e-05,3.234801339430033,-1.0541988798856914,-8.29322282e-07,4.45155921e-07,Eps,,Cru,1,60075,,158.48931924611142,,,
60530,60718.0,108248.0,4730.0,,Alp1Cru,Acrux,12.443311,-63.099092,98.7167,-35.37,-14.73,-11.0,0.77,-4.202,B0.5IV,-0.243,-44.363755,-5.171957,-88.034513,9.34e-06,1.813e-05,6.84e-06,3.2576512815622607,-1.1012869028642311,-1.714785988e-07,-7.1413055e-08,Alp-1,,Cru,1,60530,,4176.379929509739,,,
60731,60936.0,,,,,3C 273,12.485193,2.052398,100000.0,-11.01,4.38,0.0,12.88,-7.12,,0.12,-99130.70606,-12660.058622,3581.344963,-0.00060072,0.00530397,0.00212194,3.2686158159426206,0.0358211098048412,-5.33779862e-08,2.1234839e-08,,,Vir,1,60731,,61376.20051647933,,13.034,12.694
60776,60965.0,108767.0,4757.0,,7Del Crv,Algorab,12.497739,-16.515432,26.6312,-209.97,-139.3,9.0,2.94,0.813,B9.5V,-0.012,-25.316094,-3.317674,-7.57057,-7.2e-06,2.639e-05,-1.986e-05,3.2719004348212555,-0.2882486742727487,-1.0179632851e-06,-6.75345457e-07,Del,7.0,Crv,1,60776,,41.19077848677376,,,
60893,61084.0,108903.0,4763.0,,Gam Cru,Gacrux,12.519429,-57.113212,27.1518,27.94,-264.33,21.0,1.59,-0.579,M4III,1.6,-14.606901,-1.998688,-22.800748,1.789e-05,-1.26e-06,-3.693e-05,3.277578929248245,-0.9968135891950088,1.354569423e-07,-1.281508001e-06,Gam,,Cru,1,60893,,148.45676750522713,,,
61124,61317.0,109358.0,4785.0,Gl 475,8Bet CVn,Chara,12.562411,41.35748,8.4395,-705.06,292.93,6.6,4.24,4.608,G0V,0.588,-6.266213,-0.929293,5.576481,-1.41e-06,2.895e-05,1.346e-05,3.288831623510809,0.7218241914412475,-3.4182273361e-06,1.420164714e-06,Bet,8.0,CVn,1,61124,,1.2496833972112191,,,
61166,61359.0,109379.0,4786.0,,9Bet Crv,Kraz,12.573121,-23.396759,44.6628,0.86,-56.0,-8.0,2.65,-0.6,G5II,0.893,-40.529889,-6.127261,-17.73539,1.221e-05,1.66e-06,-7.88e-06,3.2916353004822296,-0.4083504805870337,4.1693977e-09,-2.71495661e-07,Bet,9.0,Crv,1,61166,,151.3561248436207,,,
61748,61941.0,110379.0,4825.0,Gl 482A,29Gam Vir,Porrima,12.694345,-1.449375,11.685,-616.66,60.66,-19.9,2.74,2.402,F0V+...,0.368,-11.488622,-2.111702,-0.295552,1.361e-05,3.802e-05,3.95e-06,3.323371773544628,-0.0252963627301925,-2.9896520425e-06,2.94087978e-07,Gam,29.0,Vir,1,61748,Gl 482,9.532350439205146,,,
62030,62223.0,110914.0,4846.0,,,La Superba,12.752174,45.440256,320.5128,-2.2,13.05,12.0,5.42,-2.109,C7Iab,2.994,-220.542536,-43.99915,228.371602,5.05e-06,4.49e-06,2.297e-05,3.3385114216733665,0.7930820815966187,-1.0665901e-08,6.3268185e-08,,,CVn,1,62030,,607.5751461057412,Y,5.635,5.285
62228,62423.0,111335.0,4863.0,,7    Dra,Tianyi,12.792873,66.790304,227.2727,1.64,-4.71,8.0,5.43,-1.353,K5III,1.567,-87.644943,-18.458661,208.879282,-7.45e-06,-3.42e-06,5.47e-06,3.349166277570764,1.165710716196165,7.9509444e-09,-2.2834724e-08,,7.0,Dra,1,62228,,302.83076942657783,,,
62239,62434.0,111123.0,4853.0,,Bet Cru,Mimosa,12.795359,-59.688764,85.3971,-48.24,-12.82,16.0,1.25,-3.407,B0.5III,-0.238,-42.168771,-8.909619,-73.723149,-7.73e-06,1.878e-05,-1.681e-05,3.349817026601454,-1.0417654498397388,-2.338741195e-07,-6.2153113e-08,Bet,,Cru,1,62239,,2008.1678041839857,Bet,1.267,1.237
62757,62956.0,112185.0,4905.0,,77Eps UMa,Alioth,12.900472,55.959821,25.31,111.74,-8.99,-9.0,1.76,-0.256,A0p,-0.022,-13.775959,-3.309169,20.972944,7.32e-06,-1.234e-05,-8.24e-06,3.377335590144558,0.9766831266334464,5.417308067e-07,-4.3584749e-08,Eps,77.0,UMa,1,62757,,110.2554332102224,Eps,1.776,1.746
62876,63076.0,112429.0,4916.0,,8    Dra,Taiyi,12.924598,65.438474,29.2912,-4.63,-30.38,9.0,5.23,2.896,A5n,0.303,-11.820552,-2.918495,26.640872,-7.68e-06,-1.22e-06,6.58e-06,3.383651810589857,1.142116820244035,-2.24468734e-08,-1.47286396e-07,,8.0,Dra,1,62876,,6.047835918818004,IR,5.253,5.193
62890,63090.0,112300.0,4910.0,,43Del Vir,Minelauva,12.926725,3.39747,60.8273,-471.44,-52.81,-18.0,3.39,-0.53,M3III,1.571,-58.94191,-14.587593,3.604756,-1.646e-05,0.00013914,-1.664e-05,3.384208560950863,0.05929704173659,-2.2856056156e-06,-2.56030104e-07,Del,43.0,Vir,1,62890,,141.90575216890926,,,
62925,63125.0,112413.0,4915.0,,12Alp2CVn,Cor Caroli,12.933807,38.31838,35.1989,-233.43,54.98,-3.0,2.89,0.157,A0spe...,-0.115,-26.795114,-6.684223,21.824384,-1.66e-06,4.064e-05,5.46e-06,3.386062717619973,0.6687818903174088,-1.1317005745e-06,2.66550561e-07,Alp-2,12.0,CVn,1,62925,,75.37025766884257,Alp-2,2.943,2.863
63405,63608.0,113226.0,4932.0,,47Eps Vir,Vindemiatrix,13.036278,10.95915,33.6022,-275.05,19.96,-14.0,2.85,0.218,G8IIIvar,0.934,-31.782664,-8.840495,6.38806,2.13e-06,4.71e-05,4.7e-07,3.412889543049752,0.1912732567270875,-1.3334800284e-06,9.676881e-08,Eps,47.0,Vir,1,63405,,71.25248247522671,,,
64037,64241.0,114378.0,4968.0,Gl 501A,42Alp Com,Diadem,13.166469,17.529431,17.8253,-445.95,129.69,-11.6,4.32,3.065,F5V,0.455,-16.211012,-5.110375,5.368871,2.42e-06,4.117e-05,7.11e-06,3.446973582267176,0.3059462936050425,-2.1620266084e-06,6.28754862e-07,Alp,42.0,Com,1,64037,Gl 501,5.176068319505676,,,
65173,65378.0,116656.0,5054.0,GJ 3783A,79Zet UMa,Mizar,13.398747,54.925362,26.3089,121.23,-22.01,-5.6,2.23,0.129,A2V,0.057,-14.115808,-5.413302,21.531272,6.46e-06,-1.408e-05,-6.3e-06,3.507783854721718,0.9586284043094538,5.877396249e-07,-1.06707491e-07,Zet,79.0,UMa,1,65173,GJ 3783,77.33925780489973,,2.336,2.196
65269,65474.0,116658.0,5056.0,,67Alp Vir,Spica,13.419883,-11.161322,76.5697,-42.5,-31.73,1.0,0.98,-3.44,B1V,-0.235,-69.990853,-27.285826,-14.82176,-4.54e-06,1.516e-05,-1.175e-05,3.5133172180991257,-0.194801818024575,-2.060458142e-07,-1.5383138e-07,Alp,67.0,Vir,1,65269,,2070.1413487910413,Alp,1.001,0.961
65272,65477.0,116842.0,5062.0,GJ 3785,80    UMa,Alcor,13.420413,54.987958,25.0564,120.35,-16.94,-8.9,3.99,1.995,A5V SB,0.169,-13.393436,-5.223608,20.521915,8.61e-06,-1.233e-05,-8.64e-06,3.513455830391065,0.9597209083849262,5.834732645e-07,-8.2127437e-08,,80.0,UMa,1,65272,,13.867558288718882,,,
66040,66249.0,118098.0,5107.0,GJ 3792,79Zet Vir,Heze,13.57822,-0.59582,22.7118,-278.89,48.56,-13.2,3.38,1.599,A3V,0.114,-20.799365,-9.118725,-0.236175,-2e-08,3.352e-05,5.49e-06,3.5547696811523557,-0.0103990230266737,-1.3520968737e-06,2.35425523e-07,Zet,79.0,Vir,1,66040,,19.971008660281843,,,
67088,67301.0,120315.0,5191.0,,85Eta UMa,Alkaid,13.792354,49.313265,31.8674,-121.23,-15.56,-11.0,1.85,-0.667,B3V SB,-0.099,-18.529548,-9.394541,24.164506,-3.55e-06,1.92e-05,-1.01e-05,3.6108299012782816,0.8606788389261799,-5.877396249e-07,-7.5437008e-08,Eta,85.0,UMa,1,67088,,160.99040762157054,,,
67711,67927.0,121370.0,5235.0,Gl 534,8Eta Boo,Muphrid,13.911411,18.397717,11.396,-60.95,-358.1,1.0,2.68,2.396,G0IV,0.58,-9.487671,-5.188142,3.596709,-7.95e-06,-5.1e-07,-1.845e-05,3.64199895242804,0.3211007359693375,-2.954939383e-07,-1.73611779e-06,Eta,8.0,Boo,1,67711,,9.585173976856456,,,
68483,68702.0,122451.0,5267.0,,Bet Cen,Hadar,14.063729,-60.373039,120.1923,-33.96,-25.06,6.0,0.61,-4.789,B1III,-0.231,-50.954051,-30.56287,-104.478695,-1.89e-06,2.194e-05,-1.255e-05,3.681875660376148,-1.053708314075195,-1.646427259e-07,-1.21494308e-07,Bet,,Cen,1,68483,,7171.33482657721,Bet,0.634,0.594
68537,68756.0,123299.0,5291.0,,11Alp Dra,Thuban,14.073165,64.37585,92.9368,-56.52,17.19,-13.0,3.67,-1.171,A0III SB,-0.049,-34.416017,-20.758849,83.796391,-2.25e-06,2.838e-05,-8.64e-06,3.684345906353943,1.1235705482203713,-2.740166922e-07,8.3339471e-08,Alp,11.0,Dra,1,68537,,256.09435171567696,,,
68714,68933.0,123139.0,5288.0,Gl 539,5The Cen,Menkent,14.111395,-36.369954,18.0343,-519.29,-517.87,1.3,2.06,0.78,K0IIIb,1.011,-12.358808,-7.624204,-10.694288,-1.9e-06,5.217e-05,-3.724e-05,3.6943545480965847,-0.6347754526653112,-2.5175889618e-06,-2.510704607e-06,The,5.0,Cen,1,68714,,42.46195639463128,,,
69205,69427.0,124294.0,5315.0,,98Kap Vir,Kang,14.214929,-10.273702,78.125,8.04,140.79,-4.0,4.18,-0.284,K3III,1.323,-64.306477,-42.119366,-13.933635,-2.92e-06,-5.55e-06,5.32e-05,3.721459797066424,-0.179309922519675,3.89790199e-08,6.8256918e-07,Kap,98.0,Vir,1,69205,,113.13578641195627,,,
69451,69673.0,124897.0,5340.0,Gl 541,16Alp Boo,Arcturus,14.26103,19.18241,11.2575,-1093.45,-1999.4,-5.0,-0.05,-0.307,K2IIIp,1.239,-8.823448,-5.932531,3.698938,-5.905e-05,3.22e-05,-0.00010473,3.7335290285420872,0.3347962180586212,-5.30119519e-06,-9.693364729e-06,Alp,16.0,Boo,1,69451,,115.55799554021291,,,
69479,69701.0,124850.0,5338.0,GJ 9473,99Iot Vir,Syrma,14.266908,-6.000547,22.237,-25.84,-419.84,14.6,4.07,2.335,F7V,0.511,-18.333625,-12.367873,-2.324624,-9.95e-06,-3.35e-06,-4.657e-05,3.735067849836269,-0.104729295115365,-1.252758551e-07,-2.035441756e-06,Iot,99.0,Vir,1,69479,,10.139113857366794,,,
69510,69732.0,125162.0,5351.0,GJ 3837,19Lam Boo,Xuange,14.273074,46.088305,30.3582,-187.42,159.01,-8.1,4.18,1.769,A0sh,0.087,-17.435524,-11.802923,21.870286,3.26e-06,3.551e-05,1.026e-05,3.7366820754192496,0.8043926743945388,-9.086378001e-07,7.70902233e-07,Lam,19.0,Boo,1,69510,,17.076544728138742,,,
69751,69974.0,125337.0,5359.0,,100Lam Vir,Khambalia,14.318498,-13.371095,57.1755,-17.12,29.39,-11.0,4.52,0.734,A1V,0.128,-45.689342,-31.728277,-13.222219,4.74e-06,9.07e-06,1.053e-05,3.748573936749106,-0.233369630241025,-8.30001021e-08,1.4248674e-07,Lam,100.0,Vir,1,69751,,44.29961991003636,,,
70532,70755.0,126868.0,5409.0,Gl 550.2A,105Phi Vir,Elgafar,14.470038,-2.227957,36.2582,-140.94,-2.92,-10.1,4.81,2.013,G2III,0.693,-28.915866,-21.829712,-1.409548,-6.67e-06,2.6e-05,-1.1e-07,3.788247180156488,-0.0388851878698912,-6.832964014e-07,-1.4156559e-08,Phi,105.0,Vir,1,70532,Gl 550.2,13.639548675066385,,,
70666,70890.0,,,Gl 551,,Proxima Centauri,14.495985,-62.679485,1.2959,-3775.64,768.16,-16.0,11.01,15.447,M5Ve,1.807,-0.472264,-0.361451,-1.151219,-1.186e-05,2.079e-05,1.675e-05,3.795039916831576,-1.09396338473328,-1.83048192485e-05,3.724144768e-06,,,Cen,1,70666,,5.77032135333e-05,V645,11.079,10.939
70851,71075.0,127762.0,5435.0,,27Gam Boo,Seginus,14.534636,38.308253,26.6099,-115.55,151.87,-37.0,3.04,0.915,A7IIIvar,0.191,-16.449442,-12.860715,16.49506,2.378e-05,3.751e-05,-8.08e-06,3.805158858230681,0.66860513750719,-5.602022079e-07,7.36286536e-07,Gam,27.0,Boo,1,70851,,37.49730022454834,Gam,3.052,3.032
71453,71681.0,128621.0,5460.0,Gl 559B,Alp2Cen,Toliman,14.660346,-60.8383,1.3248,-3678.19,481.84,-26.2,1.35,5.739,K1V,0.9,-0.495181,-0.413973,-1.156674,-7.22e-06,2.476e-05,2.491e-05,3.838069570777228,-1.0618286487704176,-1.78323683168e-05,2.336026238e-06,Alp-2,,Cen,2,71456,Gl 559,0.4409608164506375,,,
71456,71683.0,128620.0,5459.0,Gl 559A,Alp1Cen,Rigil Kentaurus,14.660765,-60.833976,1.3248,-3678.19,481.84,-26.2,-0.01,4.379,G2V,0.71,-0.495203,-0.414084,-1.156625,-7.22e-06,2.476e-05,2.491e-05,3.838179211777228,-1.0617531757704175,-1.78323683168e-05,2.336026238e-06,Alp-1,,Cen,1,71456,Gl 559,1.543121065657792,,0.113,-0.087
71879,72105.0,129988.0,5505.0,,36Eps Boo,Izar,14.749784,27.074222,62.1118,-50.65,20.0,-23.0,2.35,-1.616,A0,0.966,-41.582771,-36.462926,28.269741,7.75e-06,2.708e-05,-5.34e-06,3.8614843383663695,0.47253432342394,-2.455581292e-07,9.6962736e-08,Eps,36.0,Boo,1,71879,,385.8335599053513,,,
72261,72487.0,130945.0,5533.0,,38    Boo,Merga,14.821853,46.116205,48.9956,-7.35,-77.32,-5.0,5.76,2.309,F7IVw,0.482,-25.109461,-22.870123,35.313409,-8.34e-06,-5.24e-06,-1.642e-05,3.8803520622042016,0.8048796219930513,-3.56338055e-08,-3.74857937e-07,,38.0,Boo,1,72261,,10.384844550082734,,,
72380,72607.0,131873.0,5563.0,,7Bet UMi,Kochab,14.845105,74.155505,40.1445,-32.29,11.91,17.0,2.07,-0.948,K4IIIvar,1.465,-8.058164,-7.429707,38.619407,-6.11e-06,2.91e-06,1.736e-05,3.8864392902195473,1.2942577172364538,-1.565463375e-07,5.7741309e-08,Bet,7.0,UMi,1,72380,,208.54510476931685,,,
